iter	Logloss
149	0.3208105283
150	0.3207712377
151	0.320723001
152	0.3206978513
153	0.3206429399
154	0.3206168099
155	0.3205733311
156	0.320533494
157	0.3204993518
158	0.3204625724
159	0.3204230015
160	0.3203888011
161	0.3203611723
162	0.3203355588
163	0.3202983606
164	0.3202638384
165	0.3202346188
166	0.3202104639
167	0.3201706579
168	0.3201308087
169	0.3200935508
170	0.3200609827
171	0.3200219289
172	0.3199914624
173	0.3199617592
174	0.3199182184
175	0.3198899863
176	0.3198567374
177	0.3198320244
178	0.3197871552
179	0.3197690222
180	0.3197317479
181	0.319701296
182	0.3196646777
183	0.3196451063
184	0.3196122014
185	0.3195921488
186	0.3195607629
187	0.3195256001
188	0.3195000283
189	0.3194725824
190	0.3194460104
191	0.3194140625
192	0.3193821579
193	0.3193636247
194	0.3193455624
195	0.3193287528
196	0.3193039182
197	0.3192750076
198	0.3192476066
199	0.3192267136
200	0.3191922426
201	0.3191729431
202	0.3191429877
203	0.319122777
204	0.3191006642
205	0.3190812236
206	0.3190556679
207	0.3190305074
208	0.319006102
209	0.3190044695
210	0.3189868751
211	0.318949863
212	0.3189301962
213	0.318904948
214	0.3188921409
215	0.3188743744
216	0.3188422293
217	0.3188391526
218	0.3188175119
219	0.3187935581
220	0.3187743485
221	0.3187541272
222	0.318734412
223	0.318711995
224	0.3186995239
225	0.3186812908
226	0.3186783136
227	0.3186681
228	0.318635534
229	0.3186244794
230	0.3186000739
231	0.3185757238
232	0.3185573186
233	0.3185366475
234	0.3185281504
235	0.3185095373
236	0.3184932482
237	0.3184765303
238	0.3184576919
239	0.3184477895
240	0.3184249532
241	0.3184087718
242	0.3183867477
243	0.3183595947
244	0.318333345
245	0.3183091085
246	0.3182901251
247	0.318271343
248	0.3182486682
249	0.3182475459
250	0.3182235398
251	0.3181980611
252	0.318176739
253	0.3181566332
254	0.3181296571
255	0.3181074945
256	0.3180835024
257	0.3180835023
258	0.3180655956
259	0.3180511491
260	0.3180462664
261	0.3180287403
262	0.3180003606
263	0.3179814594
264	0.3179743501
265	0.3179555973
266	0.3179316751
267	0.317911532
268	0.3178859037
269	0.317878528
270	0.3178630205
271	0.3178574512
272	0.3178488681
273	0.3178336971
274	0.3178101951
275	0.3177842793
276	0.3177735497
277	0.3177534372
278	0.3177278451
279	0.317713546
280	0.3176944677
281	0.3176835663
282	0.3176835655
283	0.3176617917
284	0.3176575714
285	0.3176444528
286	0.3176349838
287	0.3176116428
288	0.317600235
289	0.3175851188
290	0.3175669283
291	0.3175432948
292	0.3175236769
293	0.3175148732
294	0.3174988369
295	0.3174734215
296	0.3174566321
297	0.3174320882
298	0.3174150322
299	0.3174000927
300	0.31736891
301	0.3173512628
302	0.317333364
303	0.3173184879
304	0.3173029421
305	0.3172809143
306	0.3172649101
307	0.3172537637
308	0.3172311481
309	0.3172117046
310	0.3171919601
311	0.3171873671
312	0.3171701669
313	0.3171540823
314	0.3171458109
315	0.3171302582
316	0.3171102699
317	0.3170945432
318	0.3170888367
319	0.3170795955
320	0.317067132
321	0.3170572075
322	0.3170366042
323	0.3170187983
324	0.3170009158
325	0.316991571
326	0.3169765601
327	0.3169604441
328	0.3169422337
329	0.3169141555
330	0.3168990385
331	0.3168846139
332	0.3168721056
333	0.3168611706
334	0.3168371397
335	0.3168193872
336	0.316796924
337	0.3167749531
338	0.3167649755
339	0.3167542026
340	0.3167397548
341	0.3167202256
342	0.3167125952
343	0.3166968521
344	0.3166740097
345	0.3166589209
346	0.3166397081
347	0.3166223191
348	0.3165970841
349	0.3165744855
350	0.3165574297
351	0.3165435117
352	0.3165236302
353	0.3165034826
354	0.3164802651
355	0.3164746804
356	0.3164541722
357	0.3164369002
358	0.3164149526
359	0.3163904089
360	0.3163830375
361	0.3163695323
362	0.3163688869
363	0.3163572645
364	0.3163501312
365	0.316331803
366	0.3163224514
367	0.3163082013
368	0.3162888262
369	0.3162694398
370	0.3162525465
371	0.3162268255
372	0.3162107821
373	0.3161925856
374	0.3161688743
375	0.3161572706
376	0.3161359436
377	0.3161200664
378	0.3161089649
379	0.3160943225
380	0.3160800732
381	0.3160581687
382	0.31604029
383	0.316028721
384	0.3160053593
385	0.3159917635
386	0.3159727784
387	0.3159529442
388	0.3159396797
389	0.3159275077
390	0.3159131716
391	0.3158944679
392	0.315878735
393	0.3158534876
394	0.3158329396
395	0.3158149019
396	0.3157925424
397	0.315775394
398	0.3157631546
399	0.3157443143
400	0.3157201891
401	0.3157024985
402	0.3157024969
403	0.3156848976
404	0.3156601945
405	0.3156431749
406	0.3156228297
407	0.3156117794
408	0.3155921812
409	0.3155732022
410	0.3155524898
411	0.3155390874
412	0.3155196316
413	0.3155072645
414	0.3154901769
415	0.3154719099
416	0.3154650204
417	0.3154449316
418	0.3154328791
419	0.3154128572
420	0.3153923789
421	0.3153724524
422	0.3153496981
423	0.3153280249
424	0.3153109479
425	0.3152925119
426	0.3152722518
427	0.315256563
428	0.3152370372
429	0.3152188705
430	0.3152002814
431	0.3151794733
432	0.3151628903
433	0.3151493552
434	0.3151262504
435	0.315109938
436	0.3150881956
437	0.3150685632
438	0.3150529304
439	0.3150325115
440	0.3150169765
441	0.3149925774
442	0.3149721982
443	0.3149514794
444	0.3149345379
445	0.3149135158
446	0.3148955176
447	0.3148773459
448	0.3148580581
449	0.3148419425
450	0.314822609
451	0.314803178
452	0.3147890437
453	0.3147709669
454	0.3147492287
455	0.3147241314
456	0.3147036991
457	0.3146871205
458	0.31467281
459	0.3146543152
460	0.3146489115
461	0.3146258507
462	0.3146207472
463	0.3146101448
464	0.3145902355
465	0.3145687005
466	0.3145480906
467	0.3145271295
468	0.3145088903
469	0.3144878665
470	0.3144680918
471	0.3144511153
472	0.3144328865
473	0.3144185462
474	0.314403478
475	0.3143849108
476	0.3143693739
477	0.3143514106
478	0.3143355893
479	0.3143175127
480	0.3142994872
481	0.3142816451
482	0.3142622087
483	0.3142481421
484	0.3142307768
485	0.3142187479
486	0.3141990394
487	0.3141844466
488	0.3141670222
489	0.3141543333
490	0.3141382784
491	0.3141145118
492	0.3141019409
493	0.3140825936
494	0.3140708777
495	0.3140622646
496	0.3140470008
497	0.31402572
498	0.3140097176
499	0.3140037792
500	0.3139851501
501	0.3139747795
502	0.3139606433
503	0.3139464378
504	0.3139278456
505	0.3139146115
506	0.3138990028
507	0.3138881265
508	0.3138696918
509	0.3138567987
510	0.3138443448
511	0.3138306129
512	0.3138170772
513	0.313798255
514	0.3137855049
515	0.3137752637
516	0.3137633958
517	0.3137465856
518	0.3137367452
519	0.313715859
520	0.3137043181
521	0.3136886428
522	0.3136688708
523	0.3136525619
524	0.3136392579
525	0.3136249156
526	0.3136102301
527	0.3135949971
528	0.3135877
529	0.3135750451
530	0.3135635232
531	0.3135575599
532	0.3135376584
533	0.3135193678
534	0.3135027478
535	0.3134877619
536	0.313472802
537	0.3134556622
538	0.3134375949
539	0.3134202477
540	0.3134010322
541	0.3133892533
542	0.3133729976
543	0.3133545906
544	0.3133366563
545	0.3133203732
546	0.3133121706
547	0.3132932552
548	0.3132799576
549	0.3132658932
550	0.3132465269
551	0.3132426235
552	0.3132241098
553	0.3132094248
554	0.3132042767
555	0.3131826412
556	0.3131638213
557	0.3131451337
558	0.3131289888
559	0.3131151356
560	0.3131103306
561	0.313098347
562	0.3130819866
563	0.313066559
564	0.3130555352
565	0.3130430633
566	0.3130231108
567	0.3130061817
568	0.3129876024
569	0.3129793293
570	0.3129716233
571	0.31296524
572	0.3129489868
573	0.3129332908
574	0.3129189211
575	0.3129071836
576	0.3128831132
577	0.3128676745
578	0.3128595426
579	0.3128467437
580	0.3128350604
581	0.3128183649
582	0.3128010941
583	0.3127859955
584	0.3127717707
585	0.3127629699
586	0.3127462193
587	0.3127292615
588	0.3127107229
589	0.312693054
590	0.3126778392
591	0.312660917
592	0.3126443508
593	0.3126287274
594	0.3126189879
595	0.3126084395
596	0.3125976673
597	0.3125817059
598	0.3125667981
599	0.3125513925
600	0.3125368426
601	0.3125231527
602	0.3125099631
603	0.312496956
604	0.3124826822
605	0.3124643535
606	0.3124458628
607	0.312430877
608	0.312417887
609	0.3124082632
610	0.3123946714
611	0.3123786412
612	0.3123620307
613	0.3123538994
614	0.3123398417
615	0.3123241304
616	0.3123099046
617	0.3122928237
618	0.3122783482
619	0.3122708415
620	0.3122587667
621	0.3122431369
622	0.3122222796
623	0.3122060654
624	0.312193445
625	0.312177452
626	0.3121576817
627	0.3121428585
628	0.3121235836
629	0.3121224841
630	0.312104514
631	0.3120878737
632	0.3120670574
633	0.3120489956
634	0.312033429
635	0.3120158674
636	0.312002824
637	0.3119863561
638	0.3119723912
639	0.3119645491
640	0.3119542313
641	0.3119405581
642	0.3119232917
643	0.3119089683
644	0.3119012981
645	0.3118843281
646	0.3118705765
647	0.3118606686
648	0.311850935
649	0.3118386635
650	0.3118299678
651	0.3118169638
652	0.3118070357
653	0.3118045075
654	0.311795074
655	0.3117835687
656	0.3117650982
657	0.3117516512
658	0.3117307737
659	0.3117205335
660	0.3117049033
661	0.3116970446
662	0.3116790371
663	0.3116755842
664	0.3116585809
665	0.3116433188
666	0.311627624
667	0.3116165032
668	0.3116012582
669	0.3115837332
670	0.3115692771
671	0.3115509143
672	0.3115358626
673	0.311528077
674	0.3115146942
675	0.3115017231
676	0.3114865404
677	0.3114754318
678	0.3114593119
679	0.3114471633
680	0.3114311164
681	0.311418584
682	0.3114064387
683	0.3113912587
684	0.3113861599
685	0.3113732309
686	0.3113651458
687	0.3113481061
688	0.3113298246
689	0.3113115598
690	0.3113010092
691	0.3112851192
692	0.311267349
693	0.3112561934
694	0.3112395039
695	0.3112191067
696	0.3112033967
697	0.3111907589
698	0.3111804594
699	0.3111719777
700	0.311156317
701	0.3111440857
702	0.3111265347
703	0.31111856
704	0.3111018632
705	0.3110877313
706	0.3110716773
707	0.3110595629
708	0.3110455074
709	0.3110276737
710	0.3110227164
711	0.3110105088
712	0.3109962412
713	0.3109843007
714	0.3109687729
715	0.3109552975
716	0.3109431499
717	0.3109321785
718	0.310913627
719	0.3109112554
720	0.3109043045
721	0.310896198
722	0.3108830137
723	0.3108817061
724	0.3108645211
725	0.3108509107
726	0.3108360883
727	0.3108179226
728	0.310802399
729	0.310788865
730	0.3107743258
731	0.3107604165
732	0.3107454684
733	0.3107276716
734	0.3107215443
735	0.3107051602
736	0.3106913995
737	0.3106826031
738	0.3106717907
739	0.3106577207
740	0.3106407483
741	0.3106286457
742	0.3106135936
743	0.310606393
744	0.3105935352
745	0.3105799231
746	0.3105649529
747	0.3105530533
748	0.3105408943
749	0.3105280031
750	0.3105146086
751	0.3105041363
752	0.3104934302
753	0.3104818409
754	0.3104733182
755	0.310456396
756	0.3104335163
757	0.3104199353
758	0.3104005081
759	0.3103839189
760	0.3103764788
761	0.3103656778
762	0.3103548835
763	0.3103483936
764	0.3103344458
765	0.3103204646
766	0.3103134288
767	0.3102995041
768	0.3102854169
769	0.3102724948
770	0.3102586484
771	0.3102433946
772	0.3102265696
773	0.3102168586
774	0.3102029071
775	0.3101951092
776	0.3101843159
777	0.3101717741
778	0.3101598079
779	0.3101502558
780	0.3101404774
781	0.3101367747
782	0.3101253742
783	0.3101105934
784	0.310097689
785	0.3100807683
786	0.3100667349
787	0.3100516686
788	0.3100417886
789	0.3100343848
790	0.3100225181
791	0.3100139398
792	0.310000081
793	0.3099870901
794	0.3099732023
795	0.309962955
796	0.3099499313
797	0.3099410222
798	0.3099272746
799	0.3099118051
800	0.3098995512
801	0.3098790645
802	0.3098655128
803	0.3098550066
804	0.3098429505
805	0.3098253495
806	0.3098111634
807	0.309801314
808	0.3097912855
809	0.3097786693
810	0.3097663048
811	0.3097502954
812	0.3097306844
813	0.3097210456
814	0.3097079759
815	0.3096947447
816	0.3096793104
817	0.3096667527
818	0.3096554577
819	0.3096458814
820	0.3096374039
821	0.3096340942
822	0.3096185897
823	0.3096055329
824	0.3095927689
825	0.3095841035
826	0.3095716089
827	0.3095585571
828	0.3095373087
829	0.3095223664
830	0.3095098929
831	0.3094948655
832	0.3094814655
833	0.3094717971
834	0.3094521902
835	0.3094449682
836	0.3094267865
837	0.309406912
838	0.3093967776
839	0.309384077
840	0.3093719153
841	0.3093599321
842	0.3093461588
843	0.3093439995
844	0.3093286378
845	0.3093189903
846	0.3093047015
847	0.3092901032
848	0.3092779562
849	0.3092679662
850	0.3092579652
851	0.3092417035
852	0.3092329866
853	0.3092171559
854	0.3092104399
855	0.3091980207
856	0.309180519
857	0.3091669002
858	0.3091562139
859	0.3091424188
860	0.3091254871
861	0.3091117496
862	0.3091008191
863	0.3090874535
864	0.309072583
865	0.3090612493
866	0.3090426357
867	0.3090264551
868	0.3090164169
869	0.3090036594
870	0.3089932491
871	0.3089822772
872	0.3089721197
873	0.3089573682
874	0.308944933
875	0.3089334378
876	0.3089262747
877	0.3089130408
878	0.3089065137
879	0.3088926282
880	0.3088759932
881	0.3088623626
882	0.3088597784
883	0.3088494661
884	0.308835
885	0.3088277404
886	0.3088186221
887	0.3088097077
888	0.3087951532
889	0.3087866291
890	0.3087710735
891	0.3087559843
892	0.3087440421
893	0.3087301582
894	0.3087218489
895	0.3087109107
896	0.3086982446
897	0.3086914958
898	0.3086775681
899	0.3086660173
900	0.3086481924
901	0.3086357453
902	0.3086171816
903	0.3086103244
904	0.3085975049
905	0.3085871155
906	0.3085737683
907	0.3085617056
908	0.308548743
909	0.3085300668
910	0.3085139008
911	0.3085073441
912	0.3084940324
913	0.3084768851
914	0.308466672
915	0.3084567562
916	0.3084425923
917	0.3084349669
918	0.3084240477
919	0.3084155435
920	0.3084036255
921	0.3083898372
922	0.3083760099
923	0.3083640517
924	0.3083505451
925	0.3083419763
926	0.3083310411
927	0.3083164349
928	0.3082995613
929	0.3082960336
930	0.3082801526
931	0.3082646659
932	0.3082545986
933	0.3082465363
934	0.3082324073
935	0.3082177104
936	0.308206121
937	0.3081951027
938	0.3081792609
939	0.3081617983
940	0.308144455
941	0.3081325596
942	0.3081178086
943	0.3080998117
944	0.3080860988
945	0.3080759565
946	0.3080626594
947	0.3080484187
948	0.3080372554
949	0.3080295981
950	0.3080220143
951	0.308012447
952	0.3080034003
953	0.3079907747
954	0.3079775277
955	0.3079719714
956	0.3079632897
957	0.3079521123
958	0.3079409006
959	0.3079261792
960	0.3079154843
961	0.3078992594
962	0.3078908681
963	0.3078772385
964	0.3078636614
965	0.3078494263
966	0.3078392007
967	0.3078257285
968	0.3078221366
969	0.3078055569
970	0.307792972
971	0.3077807082
972	0.3077669377
973	0.3077529615
974	0.3077434791
975	0.3077354563
976	0.3077253455
977	0.3077111151
978	0.3076989519
979	0.3076855524
980	0.3076766512
981	0.3076670142
982	0.3076537555
983	0.3076370452
984	0.3076233424
985	0.3076110084
986	0.3075976177
987	0.3075917113
988	0.3075747433
989	0.3075583818
990	0.3075556042
991	0.3075431111
992	0.3075290976
993	0.3075228287
994	0.3075137085
995	0.307507067
996	0.3074936384
997	0.3074847269
998	0.3074769519
999	0.3074657136
