iter	Passed	Remaining
512	70175	66618
513	70288	66459
514	70495	66388
515	70596	66218
516	70700	66050
517	70791	65871
518	70918	65726
519	71038	65574
520	71133	65399
521	71236	65232
522	71341	65067
523	71608	65048
524	71710	64880
525	71814	64714
526	71925	64555
527	72038	64398
528	72130	64222
529	72225	64049
530	72332	63887
531	72428	63715
532	72641	63646
533	72755	63490
534	72863	63330
535	72987	63183
536	73086	63014
537	73197	62857
538	73293	62687
539	73389	62516
540	73476	62339
541	73605	62197
542	73781	62096
543	73886	61934
544	74000	61780
545	74102	61616
546	74201	61450
547	74311	61293
548	74426	61140
549	74534	60982
550	74675	60851
551	74915	60801
552	75094	60700
553	75293	60615
554	75491	60529
555	75703	60453
556	75986	60434
557	76497	60594
558	76707	60515
559	76950	60461
560	77164	60383
561	77387	60312
562	77681	60296
563	77862	60191
564	78067	60104
565	78261	60009
566	78486	59937
567	78789	59924
568	78913	59774
569	79007	59601
570	79117	59442
571	79214	59272
572	79328	59115
573	79434	58953
574	79532	58784
575	79630	58617
576	79747	58462
577	79944	58367
578	80035	58194
579	80126	58022
580	80229	57859
581	80331	57695
582	80451	57543
583	80568	57391
584	80665	57224
585	80761	57056
586	80949	56954
587	81094	56821
588	81214	56670
589	81327	56515
590	81442	56361
591	81541	56197
592	81652	56041
593	81748	55874
594	81852	55714
595	81974	55566
596	82182	55476
597	82303	55327
598	82410	55169
599	82517	55011
600	82626	54855
601	82730	54695
602	82836	54537
603	82940	54378
604	83077	54240
605	83273	54141
606	83378	53983
607	83496	53833
608	83598	53673
609	83692	53508
610	83781	53340
611	83899	53191
612	84011	53038
613	84119	52883
614	84345	52801
615	84438	52636
616	84545	52481
617	84653	52326
618	84757	52168
619	84861	52012
620	84978	51863
621	85077	51703
622	85190	51551
623	85342	51424
624	85497	51298
625	85595	51138
626	85689	50976
627	85796	50821
628	85902	50667
629	85984	50498
630	86085	50341
631	86198	50191
632	86307	50039
633	86487	49928
634	86678	49823
635	86788	49671
636	86889	49515
637	86991	49358
638	87088	49200
639	87191	49045
640	87291	48888
641	87414	48745
642	87692	48687
643	87877	48578
644	87973	48419
645	88057	48254
646	88155	48097
647	88258	47942
648	88349	47782
649	88473	47639
650	88579	47487
651	88693	47339
652	88999	47293
653	89175	47178
654	89362	47068
655	89590	46980
656	89776	46869
657	89969	46762
658	90223	46686
659	90524	46633
660	90671	46501
661	90882	46402
662	91087	46299
663	91253	46176
664	91583	46136
665	91848	46062
666	92028	45945
667	92248	45848
668	92464	45748
669	92709	45663
670	92940	45570
671	93033	45409
672	93134	45252
673	93232	45094
674	93346	44944
675	93457	44793
676	93551	44634
677	93675	44488
678	93763	44327
679	93941	44207
680	94091	44075
681	94189	43918
682	94299	43767
683	94402	43612
684	94494	43453
685	94611	43306
686	94728	43158
687	94827	43002
688	94938	42853
689	95164	42755
690	95274	42604
691	95375	42450
692	95476	42296
693	95589	42147
694	95683	41990
695	95790	41839
696	95893	41686
697	95998	41535
698	96169	41412
699	96316	41278
700	96417	41125
701	96525	40975
702	96629	40823
703	96745	40677
704	96858	40529
705	96970	40381
706	97073	40230
707	97351	40150
708	97577	40049
709	97675	39895
710	97776	39743
711	97888	39595
712	97969	39435
713	98077	39285
714	98182	39135
715	98291	38987
716	98394	38836
717	98578	38717
718	98714	38579
719	98814	38427
720	98913	38275
721	99010	38123
722	99109	37971
723	99183	37810
724	99283	37659
725	99382	37508
726	99490	37360
727	99716	37256
728	99852	37119
729	99952	36968
730	100060	36821
731	100169	36674
732	100278	36526
733	100388	36380
734	100483	36228
735	100581	36078
736	100832	35982
737	100933	35832
738	101030	35682
739	101137	35534
740	101241	35386
741	101360	35243
742	101472	35098
743	101582	34953
744	101687	34805
745	101910	34698
746	102009	34549
747	102103	34398
748	102210	34252
749	102312	34104
750	102418	33957
751	102532	33813
752	102626	33663
753	102789	33536
754	103053	33441
755	103290	33337
756	103499	33223
757	103723	33114
758	103938	33003
759	104200	32905
760	104489	32816
761	104682	32696
762	104889	32580
763	105093	32463
764	105305	32348
765	105853	32336
766	106111	32234
767	106273	32103
768	106448	31976
769	106635	31852
770	106781	31715
771	106984	31596
772	107110	31454
773	107198	31300
774	107308	31154
775	107400	31002
776	107517	30857
777	107625	30710
778	107732	30563
779	107855	30420
780	108063	30302
781	108167	30154
782	108274	30007
783	108378	29859
784	108482	29711
785	108581	29563
786	108686	29415
787	108796	29270
788	108895	29121
789	109068	28993
790	109283	28875
791	109382	28726
792	109475	28576
793	109578	28429
794	109684	28283
795	109790	28137
796	109886	27988
797	109994	27843
798	110116	27701
799	110338	27584
800	110422	27433
801	110527	27287
802	110626	27140
803	110733	26994
804	110840	26849
805	110952	26705
806	111064	26561
807	111171	26416
808	111389	26298
809	111528	26161
810	111631	26015
811	111743	25871
812	111857	25728
813	111971	25585
814	112079	25441
815	112184	25296
816	112294	25152
817	112493	25029
818	112631	24891
819	112742	24748
820	112839	24601
821	112931	24454
822	113039	24311
823	113148	24167
824	113273	24027
825	113382	23884
826	113528	23748
827	113700	23618
828	113802	23474
829	113900	23329
830	114002	23184
831	114103	23040
832	114205	22895
833	114324	22755
834	114422	22610
835	114529	22467
836	114931	22382
837	115037	22238
838	115140	22094
839	115233	21949
840	115343	21806
841	115443	21662
842	115544	21518
843	115635	21373
844	115743	21230
845	115874	21092
846	116085	20969
847	116205	20829
848	116331	20690
849	116444	20549
850	116571	20410
851	116762	20282
852	116959	20155
853	117292	20052
854	117488	19924
855	117684	19797
856	117874	19668
857	118069	19540
858	118267	19413
859	118561	19300
860	118755	19171
861	118957	19044
862	119139	18913
863	119349	18786
864	119590	18664
865	119903	18553
866	120113	18425
867	120321	18297
868	120516	18167
869	120730	18040
870	120839	17896
871	121089	17774
872	121200	17631
873	121309	17488
874	121414	17344
875	121532	17203
876	121638	17059
877	121755	16918
878	121872	16776
879	122007	16637
880	122241	16511
881	122344	16368
882	122438	16223
883	122534	16079
884	122640	15936
885	122750	15794
886	122839	15649
887	122961	15508
888	123065	15365
889	123318	15241
890	123418	15098
891	123526	14956
892	123648	14815
893	123753	14673
894	123861	14531
895	123978	14390
896	124095	14249
897	124206	14108
898	124591	13997
899	124805	13867
900	124919	13725
901	125031	13584
902	125136	13442
903	125238	13299
904	125347	13157
905	125459	13016
906	125607	12879
907	125825	12748
908	125932	12607
909	126041	12465
910	126143	12323
911	126234	12180
912	126340	12039
913	126454	11898
914	126546	11755
915	126644	11613
916	126881	11484
917	126983	11342
918	127095	11202
919	127186	11059
920	127293	10918
921	127395	10777
922	127509	10637
923	127626	10497
924	127750	10358
925	127963	10225
926	128068	10085
927	128176	9944
928	128282	9804
929	128376	9662
930	128488	9522
931	128596	9382
932	128703	9242
933	128811	9102
934	128971	8965
935	129176	8832
936	129286	8692
937	129387	8552
938	129487	8411
939	129599	8272
940	129698	8132
941	129821	7993
942	129934	7853
943	130064	7715
944	130280	7582
945	130391	7443
946	130505	7303
947	130602	7163
948	130744	7026
949	130902	6889
950	131097	6754
951	131401	6625
952	131629	6491
953	131793	6354
954	131982	6219
955	132161	6082
956	132306	5944
957	132578	5812
958	133109	5690
959	133354	5556
960	133593	5421
961	133759	5283
962	133970	5147
963	134285	5014
964	134535	4879
965	134724	4741
966	134836	4601
967	134949	4461
968	135066	4320
969	135179	4180
970	135391	4043
971	135506	3903
972	135640	3763
973	135750	3623
974	135853	3483
975	135956	3343
976	136071	3203
977	136186	3063
978	136292	2923
979	136507	2785
980	136671	2647
981	136772	2507
982	136878	2367
983	136989	2227
984	137103	2087
985	137211	1948
986	137326	1808
987	137465	1669
988	137681	1531
989	137781	1391
990	137878	1252
991	137974	1112
992	138102	973
993	138207	834
994	138323	695
995	138436	555
996	138549	416
997	138785	278
998	138881	139
999	138968	0
