iter	Logloss
0	0.6657473257
1	0.6387772196
2	0.6153078135
3	0.5937242301
4	0.5735289872
5	0.5553990478
6	0.5382483956
7	0.5230104933
8	0.5092192018
9	0.4956673229
10	0.484266879
11	0.4721963077
12	0.4612570581
13	0.4514075088
14	0.4423575956
15	0.4340017948
16	0.4272698811
17	0.4202169235
18	0.4136060603
19	0.4075552073
20	0.4017764282
21	0.3965240651
22	0.392074808
23	0.3882040858
24	0.3842383126
25	0.3808134827
26	0.3770351479
27	0.3736874377
28	0.3705079747
29	0.3676100094
30	0.3650044518
31	0.3628670673
32	0.3605978005
33	0.3585265217
34	0.3565497561
35	0.354629408
36	0.3529503713
37	0.3512535193
38	0.3497764452
39	0.348250464
40	0.3468444351
41	0.3454759733
42	0.3442844979
43	0.3431569037
44	0.3420480684
45	0.3409078991
46	0.3399553844
47	0.3389873983
48	0.338121691
49	0.3373354692
50	0.3366180056
51	0.3359500167
52	0.3351642857
53	0.3345391097
54	0.3339809666
55	0.3335080349
56	0.3329615459
57	0.3323542731
58	0.3318631981
59	0.3313446069
60	0.331029582
61	0.3306800229
62	0.3302350266
63	0.329783861
64	0.3293379664
65	0.3290191341
66	0.3286158092
67	0.3283222368
68	0.3279899164
69	0.3276725477
70	0.3273560726
71	0.3271220132
72	0.3268866722
73	0.3266760653
74	0.3264186607
75	0.3261784004
76	0.3259078725
77	0.3257027926
78	0.3255365299
79	0.3253762864
80	0.3251828219
81	0.325000966
82	0.3248344489
83	0.3246560132
84	0.3245177251
85	0.3243193824
86	0.3241674579
87	0.3240685844
88	0.3238973252
89	0.3237698459
90	0.3235869434
91	0.3234759868
92	0.3233038078
93	0.3231697648
94	0.3230384463
95	0.3229161268
96	0.3228099347
97	0.3227147109
98	0.3226169643
99	0.3225156189
100	0.3223777303
101	0.3222750917
102	0.3221465961
103	0.3220473021
104	0.3219403117
105	0.3218528364
106	0.3217617791
107	0.3216804836
108	0.3215768629
109	0.321485008
110	0.321389403
111	0.3213237694
112	0.3212529912
113	0.3211815524
114	0.321091929
115	0.3210228371
116	0.3209866418
117	0.320930855
118	0.3208666214
119	0.3208174831
120	0.3207685594
121	0.320704713
122	0.3206342315
123	0.3205819657
124	0.3205245009
125	0.320485647
126	0.3204167375
127	0.3203696646
128	0.3203077747
129	0.3202423244
130	0.3201638011
131	0.3200978798
132	0.3200243083
133	0.3199781513
134	0.3199264591
135	0.319879283
136	0.3198390255
137	0.3197992451
138	0.319747253
139	0.3196889009
140	0.3196335533
141	0.319587557
142	0.3195474223
143	0.3195184715
144	0.319478806
145	0.3194303595
146	0.3193839713
147	0.3193500939
148	0.3192972992
149	0.3192582385
150	0.3192104488
151	0.319169801
152	0.3191186636
153	0.3190908387
154	0.3190756947
155	0.31903286
156	0.3189920473
157	0.3189481479
158	0.3189126916
159	0.3188674251
160	0.3188250612
161	0.3187910248
162	0.3187438318
163	0.3187210839
164	0.3186862138
165	0.3186541743
166	0.3186319622
167	0.3185975263
168	0.3185623544
169	0.3185289481
170	0.3184943702
171	0.3184680922
172	0.3184295669
173	0.3183927762
174	0.3183630156
175	0.3183410078
176	0.3183040631
177	0.3182710677
178	0.31824074
179	0.3182167445
180	0.3181720783
181	0.3181373314
182	0.3181175505
183	0.3180894387
184	0.3180546971
185	0.3180141321
186	0.3179958923
187	0.3179609921
188	0.3179417699
189	0.3179001018
190	0.3178647702
191	0.3178432485
192	0.3178050729
193	0.3177778622
194	0.3177470345
195	0.3177239309
196	0.3177006471
197	0.3176804796
198	0.3176507225
199	0.3176159486
200	0.3175914405
201	0.3175621744
202	0.3175299966
203	0.3175027868
204	0.3174762273
205	0.317448892
206	0.3174253371
207	0.3174040844
208	0.3174019848
209	0.3174003827
210	0.3173822898
211	0.3173420486
212	0.3173200081
213	0.3172945941
214	0.3172717683
215	0.3172605738
216	0.31723067
217	0.3172077709
218	0.317183968
219	0.317156004
220	0.317127376
221	0.3170900178
